disease_id	name	description
DOID:0080180	Zika virus congenital syndrome	A syndrome that is characterized in neonates by microcephaly, craniofacial disproportion, spasticity, seizures, irritability and brainstem dysfunction including feeding difficulties, ocular abnormalities and findings on neuroimaging such as calcifications, cortical disorders and ventriculomegaly and has_material_basis_in the acquisition of Zika virus infection in utero.
DOID:0080181	PHARC syndrome	An autosomal recessive disease that is characterized by polyneuropathy, hearing loss, cerebellar ataxia, retinitis pigmentosa and early-onset cataract.
DOID:0080182	mixed fibrolamellar hepatocellular carcinoma	A fibrolamellar carcinoma that is characteirzed by the presence of both pure fibrolamellar hepatocellular carcinoma and and conventional hepatocellular carcinoma components.
DOID:0080183	medullary colon carcinoma	A colon carcinoma that is characterized by a solid growth pattern.
DOID:0080184	mixed mucinous and nonmucinous bronchioloalveolar adenocarcinoma	A bronchiolo-alveolar adenocarcinoma that is characterized by a mixed array of different patterns (acinar, papillary, bronchioloalveolar, solid with mucin).
DOID:0080185	mucinous bronchioloalveolar adenocarcinoma	A bronchiolo-alveolar adenocarcinoma that is characterized by a tumour cells containing abundant mucin in their cytoplasm and composed of tall columnar cells growing along alveolar walls without stromal invasion.
DOID:0080186	nonmucinous bronchioloalveolar adenocarcinoma	A bronchiolo-alveolar adenocarcinoma that is characterized by cells with cuboidal or columnar morphology with eosinophilic or clear cytoplasm and shows Clara cell or type 2 pneumocyte differentiation.
DOID:0080187	chronic neutrophilic leukemia	A chronic leukemia characterized by neutrophilic leukocytosis with no detectable Philadelphia chromosome or BCR/ABL fusion gene.
DOID:0080188	chronic myelomonocytic leukemia	A chronic leukemia characterized by monocytosis, increased monocytes in the bone marrow, variable degrees of dysplasia, but an absence of immature granulocytes in the blood.
DOID:0080189	malignant hemangioma	A cell type cancer of vascular origin, characterized by proliferation of endothelial cells in and about the vascular lumen.
DOID:0080190	malignant epithelioid hemangioendothelioma	A malignant hemangioma characterized by the presence of epithelioid endothelial cells. The neoplastic cells are arranged in cords and nests, which are embedded in a myxoid to hyalinized stroma.
DOID:0080191	PTEN hamartoma tumor syndrome	A syndrome characterized as a spectrum of disorders (Cowden syndrome, Bannayan-Riley-Ruvalcaba syndrome, PTEN-related Proteus syndrome, and Proteus-like syndrome) caused by germline mutations of the PTEN gene.
DOID:0080192	relapsed/refractory diffuse large B-cell lymphoma	A diffuse large B-cell lymphoma characterized by less than 50 percent decrease in lesion size with induction therapy or the appearance of new lesions or the appearance of new lesions after attainment of complete remission.
DOID:0080193	superior semicircular canal dehiscence	An inner ear disease characterized by dehiscence in the bone overlying the superior semicircular canal experience with symptoms of pressure or sound-induced vertigo, bone conduction hyperacusis, and pulsatile tinnitus.
DOID:0080194	Carey-Fineman-Ziter syndrome	A syndrome characterized by hypotonia, Moebius sequence (bilateral congenital facial palsy with impairment of ocular abduction), Pierre Robin complex (micrognathia, glossoptosis, and high-arched or cleft palate), delayed motor milestones, and failure to thrive.
DOID:0080195	Marinesco-Sjogren syndrome	An autosomal recessive disease characterized by congenital cataracts, cerebellar ataxia, progressive muscle weakness due to myopathy, and delayed psychomotor development.
DOID:0080196	mandibulofacial dysostosis, Guion-Almeida type	An autosomal dominant disease characterized by progressive microcephaly, micrognathia, microtia, dysplastic ears, preauricular skin tags, speech delay, significant developmental delay,  midface and malar hypoplasia,
DOID:0080197	congenital muscular dystrophy with cataracts and intellectual disability	A congenital muscular dystrophy characterized by onset of progressive muscle weakness in early childhood with autosomal recessive inheritance that has_material_basis_in homozygous or compound heterozygous mutation in the INPP5K gene (607875) on chromosome 17p13.
DOID:0080198	infantile histiocytoid cardiomyopathy	An intrinsic cardiomyopathy characterized by the presence of characteristic pale granular foamy histiocyte-like cells within the myocardium and has_material_basis_in a mutation in the gene encoding mitochondrial cytochrome b.
DOID:0090001	Fraser syndrome	An autosomal recessive disorder characterized by cryptophthalmos, syndactyly, ambiguous genitalia, laryngeal and genitourinary malformations, oral clefting, and mental retardation that has_material_basis_in homozygous or compound heterozygous mutation in the FRAS1 gene on chromosome 4q21, the FREM2 gene on chromosome 13q13, or the GRIP1 gene on chromosome 12q14.
DOID:0090002	Tietz syndrome	An monogenic disease that is characterized by congenital profound bilateral sensorineural hearing loss and generalized albino-like hypopigmentation of skin, eyes and hair that has_material_basis_in mutation in the MITF gene on chromosome 3p13.
DOID:0090003	agenesis of the corpus callosum with peripheral neuropathy	A neurodegenerative disease characterized by autosomal recessive inheritance with early onset of severe sensory-motor polyneuropathy, variable degree of agenesis of the corpus callosum, amyotrophy, hypotonia, and cognitive impairment that has_material_basis_in homozygous or compound heterozygous mutation in the SLC12A6 gene on chromosome 15q14.
DOID:0090004	progressive pseudorheumatoid arthropathy of childhood	A osteochondrodysplasia characterized by autosomal recessive inheritance with typical onset around 3 years of age, progressive severe degenerative joint disease, platyspondyly, epiphyseal enlargement but absence of inflammatory joint disease that has_material_basis_in homozygous or compound heterozygous mutation in the CHST3 gene on chromosome 10q22.
DOID:0090005	Schwartz-Jampel syndrome 1	An autosomal recessive disease characterized by neuromyotonia and chondrodysplasia that has_material_basis_in hypomorphic mutations in the HSPG2 gene on chromosome 1p36.
DOID:0090006	renal coloboma syndrome	An autosomal dominant disease characterized by optic nerve coloboma and renal disease that has_material_basis_in heterozygous mutation in the PAX2 gene on chromosome 10q24.
DOID:0090007	immunodeficiency-centromeric instability-facial anomalies syndrome	An autosomal recessive disease characterized by immunodeficiency, rearrangements in the vicinity of the centromeres of chromosomes 1, 9, and 16 and facial anomalies in most cases.
DOID:0090008	immunodeficiency-centromeric instability-facial anomalies syndrome 1	An immunodeficiency-centromeric instability-facial anomalies syndrome characterized by autosomal recessive inheritance, facial dysmorphism and immunoglobulin deficiency of lymphocytes that has_material_basis_in homozygous or compound heterozygous mutation in the DNMT3B gene on chromosome 20q11.2.
DOID:0090009	immunodeficiency-centromeric instability-facial anomalies syndrome 2	An immunodeficiency-centromeric instability-facial anomalies syndrome characterized by autosomal recessive inheritance, facial dysmorphism, immunoglobulin deficiency resulting in recurrent infections, and mental retardation that has_material_basis_in homozygous or compound heterozygous mutation in the ZBTB24 gene on chromosome 6q21.
DOID:0090010	immunodeficiency-centromeric instability-facial anomalies syndrome 3	An immunodeficiency-centromeric instability-facial anomalies syndrome characterized by autosomal recessive inheritance, recurrent infections in childhood and variable dysmorphic facial features that has_material_basis_in homozygous mutation in the CDCA7 gene on chromosome 2q31.
DOID:0090011	immunodeficiency-centromeric instability-facial anomalies syndrome 4	An immunodeficiency-centromeric instability-facial anomalies syndrome characterized by autosomal recessive inheritance, recurrent infections in childhood and variable dysmorphic facial features that has_material_basis_in  homozygous or compound heterozygous mutation in the HELLS gene on chromosome 10q23.
DOID:0090012	severe combined immunodeficiency with sensitivity to ionizing radiation	A severe combined immunodeficiency characterized by being T cell-negative, B cell-negative and natural killer cell-positive with sensitivity to ionizing radiation and that has_material_basis_in mutation in the DCLRE1C gene on chromosome 10p13.
DOID:0090013	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, Nk cell-positive	A severe combined immunodeficiency characterized by being T cell-negative, B cell-negative and natural killer cell-positive and that has_material_basis_in mutation in the RAG1 and RAG2 genes on chromosome 11p12.
DOID:0090014	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, Nk cell-positive	A severe combined immunodeficiency characterized by being T cell-negative, B cell-positive and natural killer cell-positive and that has_material_basis_in homozygous or compound heterozygous mutation in the IL7R gene on chromosome 5p13 or the CD45 gene on chromosome 1q31.
DOID:0090015	Cenani-Lenz syndactyly syndrome	A dysostosis characterized by syndactyly, malformation of the forearm and lower limb bones, renal hypoplasia or aplasia and that has_material_basis_in homozygous or compound heterozygous mutation in the LRP4 gene on chromosome 11p11.
DOID:0090016	chromosome 5q deletion syndrome	A chromosome deletion syndrome characterized by severe macrocytic anemia erythroid hypoplasia in the bone marrow, hypolobated micromegakaryocytes and that has_material_basis_in somatic deletion of 1 allele of the RPS14, MIR145, MIR146A and/or DDX41 genes on chromosome 5q.
DOID:0090017	epidermolysis bullosa simplex with muscular dystrophy	An autosomal recessive disease characterized early childhood onset of progressive muscular dystrophy and blistering skin changes and that has_material_basis_in homozygous or compound heterozygous mutation in the PLEC gene on chromosome 8q24.
DOID:0090018	autosomal dominant familial periodic fever	A characterized by autosomal dominant inheritance of recurrent fever, abdominal pain, localized tender skin lesions, arthralgia and myalgia associated with skin, joint, ocular and serosal inflammation that has_material_basis_in heterozygous mutation in the TNFRSF1A gene on chromosome 12p13.
